Type,N,B,Variant,Threads,Time
TASK_B,100000,4096,local,8,0.000320925
TASK_B,100000,4096,critical,8,0.0105253
TASK_B,100000,4096,atomic,8,0.000545947
TASK_B,100000,4096,local,8,0.000305905
TASK_B,100000,4096,critical,8,0.0113158
TASK_B,100000,4096,atomic,8,0.000519068
TASK_B,100000,4096,local,8,0.000351917
TASK_B,100000,4096,critical,8,0.0114173
TASK_B,100000,4096,atomic,8,0.000489693
TASK_B,100000,4096,local,8,0.000327989
TASK_B,100000,4096,critical,16,0.0124278
TASK_B,100000,4096,atomic,16,0.000659892
TASK_B,100000,4096,local,16,0.000674459
TASK_B,100000,4096,critical,16,0.0116996
TASK_B,100000,4096,atomic,16,0.000708557
TASK_B,100000,4096,local,16,0.000805539
TASK_B,100000,4096,critical,16,0.0120725
TASK_B,100000,4096,atomic,16,0.000864369
TASK_B,100000,4096,local,16,0.000761928
TASK_B,100000,4096,critical,16,0.0126452
TASK_B,100000,4096,atomic,16,0.000803667
TASK_B,100000,4096,local,16,0.0006901
TASK_B,100000,4096,critical,16,0.0122582
TASK_B,100000,4096,atomic,16,0.000891178
TASK_B,100000,4096,local,16,0.000689675
TASK_B,500000,32,critical,1,0.00684126
TASK_B,500000,32,atomic,1,0.00243804
TASK_B,500000,32,local,1,0.000264012
TASK_B,500000,32,critical,1,0.00648692
TASK_B,500000,32,atomic,1,0.00281511
TASK_B,500000,32,local,1,0.00026556
TASK_B,500000,32,critical,1,0.0065473
TASK_B,500000,32,atomic,1,0.00273028
TASK_B,500000,32,local,1,0.000271528
TASK_B,500000,32,critical,1,0.00642055
TASK_B,500000,32,atomic,1,0.00290516
TASK_B,500000,32,local,1,0.000271072
TASK_B,500000,32,critical,1,0.00643929
TASK_B,500000,32,atomic,1,0.00266948
TASK_B,500000,32,local,1,0.000271508
TASK_B,500000,32,critical,2,0.0196331
TASK_B,500000,32,atomic,2,0.00642805
TASK_B,500000,32,local,2,0.000386833
TASK_B,500000,32,critical,2,0.0228816
TASK_B,500000,32,atomic,2,0.00556055
TASK_B,500000,32,local,2,0.000283048
TASK_B,500000,32,critical,2,0.0175127
TASK_B,500000,32,atomic,2,0.00622628
TASK_B,500000,32,local,2,0.000331999
TASK_B,500000,32,critical,2,0.0171805
TASK_B,500000,32,atomic,2,0.00626557
TASK_B,500000,32,local,2,0.000340934
TASK_B,500000,32,critical,2,0.0194012
TASK_B,500000,32,atomic,2,0.0072233
TASK_B,500000,32,local,2,0.000271796
TASK_B,500000,32,critical,4,0.0265369
TASK_B,500000,32,atomic,4,0.0068196
TASK_B,500000,32,local,4,0.00033903
TASK_B,500000,32,critical,4,0.0265697
TASK_B,500000,32,atomic,4,0.00715355
TASK_B,500000,32,local,4,0.000313089
TASK_B,500000,32,critical,4,0.0302851
TASK_B,500000,32,atomic,4,0.0069781
TASK_B,500000,32,local,4,0.000251137
TASK_B,500000,32,critical,4,0.0257352
TASK_B,500000,32,atomic,4,0.00745838
TASK_B,500000,32,local,4,0.000305873
TASK_B,500000,32,critical,4,0.0265076
TASK_B,500000,32,atomic,4,0.00665642
TASK_B,500000,32,local,4,0.000327018
TASK_B,500000,32,critical,8,0.0522292
TASK_B,500000,32,atomic,8,0.00804889
TASK_B,500000,32,local,8,0.000389093
TASK_B,500000,32,critical,8,0.05241
TASK_B,500000,32,atomic,8,0.00827076
TASK_B,500000,32,local,8,0.000445136
TASK_B,500000,32,critical,8,0.0505099
TASK_B,500000,32,atomic,8,0.00795787
TASK_B,500000,32,local,8,0.000492586
TASK_B,500000,32,critical,8,0.0534573
TASK_B,500000,32,atomic,8,0.00796389
TASK_B,500000,32,local,8,0.000546282
TASK_B,500000,32,critical,8,0.0542161
TASK_B,500000,32,atomic,8,0.0085322
TASK_B,500000,32,local,8,0.000631637
TASK_B,500000,32,critical,16,0.0571129
TASK_B,500000,32,atomic,16,0.00911011
TASK_B,500000,32,local,16,0.000955269
TASK_B,500000,32,critical,16,0.0562729
TASK_B,500000,32,atomic,16,0.00918814
TASK_B,500000,32,local,16,0.00115616
TASK_B,500000,32,critical,16,0.054321
TASK_B,500000,32,atomic,16,0.00907973
TASK_B,500000,32,local,16,0.000928121
TASK_B,500000,32,critical,16,0.0547726
TASK_B,500000,32,atomic,16,0.00894217
TASK_B,500000,32,local,16,0.000658485
TASK_B,500000,32,critical,16,0.0541408
TASK_B,500000,32,atomic,16,0.00921787
TASK_B,500000,32,local,16,0.000523207
TASK_B,500000,256,critical,1,0.00658994
TASK_B,500000,256,atomic,1,0.00292297
TASK_B,500000,256,local,1,0.000197307
TASK_B,500000,256,critical,1,0.00642456
TASK_B,500000,256,atomic,1,0.00290625
TASK_B,500000,256,local,1,0.000168975
TASK_B,500000,256,critical,1,0.00652136
TASK_B,500000,256,atomic,1,0.00291067
TASK_B,500000,256,local,1,0.000177444
TASK_B,500000,256,critical,1,0.00651218
TASK_B,500000,256,atomic,1,0.00296559
TASK_B,500000,256,local,1,0.000171047
TASK_B,500000,256,critical,1,0.00654278
TASK_B,500000,256,atomic,1,0.00290529
TASK_B,500000,256,local,1,0.000173345
TASK_B,500000,256,critical,2,0.0180931
TASK_B,500000,256,atomic,2,0.005133
TASK_B,500000,256,local,2,0.000341074
TASK_B,500000,256,critical,2,0.0154918
TASK_B,500000,256,atomic,2,0.00562825
TASK_B,500000,256,local,2,0.000326494
TASK_B,500000,256,critical,2,0.0145695
TASK_B,500000,256,atomic,2,0.00552939
TASK_B,500000,256,local,2,0.000270206
TASK_B,500000,256,critical,2,0.0222315
TASK_B,500000,256,atomic,2,0.00535002
TASK_B,500000,256,local,2,0.000335648
TASK_B,500000,256,critical,2,0.0235041
TASK_B,500000,256,atomic,2,0.00430392
TASK_B,500000,256,local,2,0.000306735
TASK_B,500000,256,critical,4,0.0310353
TASK_B,500000,256,atomic,4,0.00524244
TASK_B,500000,256,local,4,0.000310526
TASK_B,500000,256,critical,4,0.0341131
TASK_B,500000,256,atomic,4,0.00489928
TASK_B,500000,256,local,4,0.00039318
TASK_B,500000,256,critical,4,0.0333502
TASK_B,500000,256,atomic,4,0.0049276
TASK_B,500000,256,local,4,0.00032665
TASK_B,500000,256,critical,4,0.0323968
TASK_B,500000,256,atomic,4,0.00463483
TASK_B,500000,256,local,4,0.000283071
TASK_B,500000,256,critical,4,0.0297767
TASK_B,500000,256,atomic,4,0.00515129
TASK_B,500000,256,local,4,0.000354189
TASK_B,500000,256,critical,8,0.0549228
TASK_B,500000,256,atomic,8,0.00397564
TASK_B,500000,256,local,8,0.000326645
TASK_B,500000,256,critical,8,0.052499
TASK_B,500000,256,atomic,8,0.00392493
TASK_B,500000,256,local,8,0.000509817
TASK_B,500000,256,critical,8,0.0577391
TASK_B,500000,256,atomic,8,0.00393256
TASK_B,500000,256,local,8,0.000447684
TASK_B,500000,256,critical,8,0.0583335
TASK_B,500000,256,atomic,8,0.00393156
TASK_B,500000,256,local,8,0.00063484
TASK_B,500000,256,critical,8,0.0594638
TASK_B,500000,256,atomic,8,0.00387296
TASK_B,500000,256,local,8,0.000360147
TASK_B,500000,256,critical,16,0.0631483
TASK_B,500000,256,atomic,16,0.00419468
TASK_B,500000,256,local,16,0.00072473
TASK_B,500000,256,critical,16,0.0643221
TASK_B,500000,256,atomic,16,0.00401135
TASK_B,500000,256,local,16,0.000944915
TASK_B,500000,256,critical,16,0.063143
TASK_B,500000,256,atomic,16,0.00403697
TASK_B,500000,256,local,16,0.000492978
TASK_B,500000,256,critical,16,0.0623676
TASK_B,500000,256,atomic,16,0.0040973
TASK_B,500000,256,local,16,0.000813526
TASK_B,500000,256,critical,16,0.0611639
TASK_B,500000,256,atomic,16,0.00413924
TASK_B,500000,256,local,16,0.0009038
TASK_B,500000,4096,critical,1,0.00661453
TASK_B,500000,4096,atomic,1,0.00263705
TASK_B,500000,4096,local,1,0.000268795
TASK_B,500000,4096,critical,1,0.00646276
TASK_B,500000,4096,atomic,1,0.00218448
TASK_B,500000,4096,local,1,0.000152189
TASK_B,500000,4096,critical,1,0.00650964
TASK_B,500000,4096,atomic,1,0.00291549
TASK_B,500000,4096,local,1,0.000180997
TASK_B,500000,4096,critical,1,0.00649852
TASK_B,500000,4096,atomic,1,0.0021277
TASK_B,500000,4096,local,1,0.000270641
TASK_B,500000,4096,critical,1,0.00646969
TASK_B,500000,4096,atomic,1,0.00211908
TASK_B,500000,4096,local,1,0.000271631
TASK_B,500000,4096,critical,2,0.0142027
TASK_B,500000,4096,atomic,2,0.00250648
TASK_B,500000,4096,local,2,0.000366225
TASK_B,500000,4096,critical,2,0.0152572
TASK_B,500000,4096,atomic,2,0.00239036
TASK_B,500000,4096,local,2,0.000274303
TASK_B,500000,4096,critical,2,0.0151431
TASK_B,500000,4096,atomic,2,0.00242172
TASK_B,500000,4096,local,2,0.000361581
TASK_B,500000,4096,critical,2,0.0175868
TASK_B,500000,4096,atomic,2,0.00252167
TASK_B,500000,4096,local,2,0.000292044
TASK_B,500000,4096,critical,2,0.0196256
TASK_B,500000,4096,atomic,2,0.00243575
TASK_B,500000,4096,local,2,0.000256898
TASK_B,500000,4096,critical,4,0.0279145
TASK_B,500000,4096,atomic,4,0.00208477
TASK_B,500000,4096,local,4,0.000342138
TASK_B,500000,4096,critical,4,0.030453
TASK_B,500000,4096,atomic,4,0.00201083
TASK_B,500000,4096,local,4,0.000389452
TASK_B,500000,4096,critical,4,0.0283636
TASK_B,500000,4096,atomic,4,0.00218697
TASK_B,500000,4096,local,4,0.000348565
TASK_B,500000,4096,critical,4,0.0292203
TASK_B,500000,4096,atomic,4,0.00203362
TASK_B,500000,4096,local,4,0.000343447
TASK_B,500000,4096,critical,4,0.030432
TASK_B,500000,4096,atomic,4,0.00195368
TASK_B,500000,4096,local,4,0.000273863
TASK_B,500000,4096,critical,8,0.0531331
TASK_B,500000,4096,atomic,8,0.00217033
TASK_B,500000,4096,local,8,0.000422349
TASK_B,500000,4096,critical,8,0.0542952
TASK_B,500000,4096,atomic,8,0.00198272
TASK_B,500000,4096,local,8,0.000464686
TASK_B,500000,4096,critical,8,0.0545758
TASK_B,500000,4096,atomic,8,0.00192916
TASK_B,500000,4096,local,8,0.000578733
TASK_B,500000,4096,critical,8,0.0532682
TASK_B,500000,4096,atomic,8,0.00198589
TASK_B,500000,4096,local,8,0.000445571
TASK_B,500000,4096,critical,8,0.0539914
TASK_B,500000,4096,atomic,8,0.00192424
TASK_B,500000,4096,local,8,0.000438493
TASK_B,500000,4096,critical,16,0.059518
TASK_B,500000,4096,atomic,16,0.00214497
TASK_B,500000,4096,local,16,0.00095982
TASK_B,500000,4096,critical,16,0.0593875
TASK_B,500000,4096,atomic,16,0.00211342
TASK_B,500000,4096,local,16,0.000799463
TASK_B,500000,4096,critical,16,0.0600185
TASK_B,500000,4096,atomic,16,0.00223171
TASK_B,500000,4096,local,16,0.000715825
TASK_B,500000,4096,critical,16,0.0560418
TASK_B,500000,4096,atomic,16,0.00227317
TASK_B,500000,4096,local,16,0.00072685
TASK_B,500000,4096,critical,16,0.0561294
TASK_B,500000,4096,atomic,16,0.00215912
TASK_B,500000,4096,local,16,0.00104328
TASK_B,1000000,32,critical,1,0.0130942
TASK_B,1000000,32,atomic,1,0.00418526
TASK_B,1000000,32,local,1,0.000299427
TASK_B,1000000,32,critical,1,0.0128803
TASK_B,1000000,32,atomic,1,0.00546536
TASK_B,1000000,32,local,1,0.000334175
TASK_B,1000000,32,critical,1,0.0128737
TASK_B,1000000,32,atomic,1,0.00520938
TASK_B,1000000,32,local,1,0.000525588
TASK_B,1000000,32,critical,1,0.0128372
TASK_B,1000000,32,atomic,1,0.0054775
TASK_B,1000000,32,local,1,0.00034257
TASK_B,1000000,32,critical,1,0.0129377
TASK_B,1000000,32,atomic,1,0.00440864
TASK_B,1000000,32,local,1,0.000313407
TASK_B,1000000,32,critical,2,0.0473137
TASK_B,1000000,32,atomic,2,0.0124432
TASK_B,1000000,32,local,2,0.000547101
TASK_B,1000000,32,critical,2,0.0432083
TASK_B,1000000,32,atomic,2,0.0147435
TASK_B,1000000,32,local,2,0.000477735
TASK_B,1000000,32,critical,2,0.0362669
TASK_B,1000000,32,atomic,2,0.0125114
TASK_B,1000000,32,local,2,0.000395052
TASK_B,1000000,32,critical,2,0.0380385
TASK_B,1000000,32,atomic,2,0.0149331
TASK_B,1000000,32,local,2,0.000346791
TASK_B,1000000,32,critical,2,0.0457474
TASK_B,1000000,32,atomic,2,0.012597
TASK_B,1000000,32,local,2,0.000428573
TASK_B,1000000,32,critical,4,0.0525474
TASK_B,1000000,32,atomic,4,0.0121293
TASK_B,1000000,32,local,4,0.000406355
TASK_B,1000000,32,critical,4,0.0560833
TASK_B,1000000,32,atomic,4,0.0127966
TASK_B,1000000,32,local,4,0.000409713
TASK_B,1000000,32,critical,4,0.0548458
TASK_B,1000000,32,atomic,4,0.013121
TASK_B,1000000,32,local,4,0.000378852
TASK_B,1000000,32,critical,4,0.0536624
TASK_B,1000000,32,atomic,4,0.0126293
TASK_B,1000000,32,local,4,0.000422469
TASK_B,1000000,32,critical,4,0.0517867
TASK_B,1000000,32,atomic,4,0.012993
TASK_B,1000000,32,local,4,0.000381691
TASK_B,1000000,32,critical,8,0.102798
TASK_B,1000000,32,atomic,8,0.0160057
TASK_B,1000000,32,local,8,0.000578029
TASK_B,1000000,32,critical,8,0.106329
TASK_B,1000000,32,atomic,8,0.0153608
TASK_B,1000000,32,local,8,0.000430029
TASK_B,1000000,32,critical,8,0.106928
TASK_B,1000000,32,atomic,8,0.0157165
TASK_B,1000000,32,local,8,0.000594209
TASK_B,1000000,32,critical,8,0.10075
TASK_B,1000000,32,atomic,8,0.0155118
TASK_B,1000000,32,local,8,0.000507188
TASK_B,1000000,32,critical,8,0.105219
TASK_B,1000000,32,atomic,8,0.0155743
TASK_B,1000000,32,local,8,0.000475904
TASK_B,1000000,32,critical,16,0.116378
TASK_B,1000000,32,atomic,16,0.0178077
TASK_B,1000000,32,local,16,0.00130003
TASK_B,1000000,32,critical,16,0.112282
TASK_B,1000000,32,atomic,16,0.01756
TASK_B,1000000,32,local,16,0.000747172
TASK_B,1000000,32,critical,16,0.112777
TASK_B,1000000,32,atomic,16,0.0175115
TASK_B,1000000,32,local,16,0.000792154
TASK_B,1000000,32,critical,16,0.102447
TASK_B,1000000,32,atomic,16,0.0175685
TASK_B,1000000,32,local,16,0.000855012
TASK_B,1000000,32,critical,16,0.116949
TASK_B,1000000,32,atomic,16,0.0177188
TASK_B,1000000,32,local,16,0.00135255
TASK_B,1000000,256,critical,1,0.0131854
TASK_B,1000000,256,atomic,1,0.00420909
TASK_B,1000000,256,local,1,0.000328836
TASK_B,1000000,256,critical,1,0.0129172
TASK_B,1000000,256,atomic,1,0.00419184
TASK_B,1000000,256,local,1,0.000611202
TASK_B,1000000,256,critical,1,0.0141931
TASK_B,1000000,256,atomic,1,0.00434257
TASK_B,1000000,256,local,1,0.00030504
TASK_B,1000000,256,critical,1,0.012899
TASK_B,1000000,256,atomic,1,0.00553047
TASK_B,1000000,256,local,1,0.000517024
TASK_B,1000000,256,critical,1,0.0128766
TASK_B,1000000,256,atomic,1,0.00424979
TASK_B,1000000,256,local,1,0.000384999
TASK_B,1000000,256,critical,2,0.0300994
TASK_B,1000000,256,atomic,2,0.00888322
TASK_B,1000000,256,local,2,0.000412886
TASK_B,1000000,256,critical,2,0.0456345
TASK_B,1000000,256,atomic,2,0.0084655
TASK_B,1000000,256,local,2,0.000413187
TASK_B,1000000,256,critical,2,0.0462532
TASK_B,1000000,256,atomic,2,0.0118556
TASK_B,1000000,256,local,2,0.000399785
TASK_B,1000000,256,critical,2,0.0464867
TASK_B,1000000,256,atomic,2,0.00884046
TASK_B,1000000,256,local,2,0.000449199
TASK_B,1000000,256,critical,2,0.0451126
TASK_B,1000000,256,atomic,2,0.00797121
TASK_B,1000000,256,local,2,0.000381722
TASK_B,1000000,256,critical,4,0.0556917
TASK_B,1000000,256,atomic,4,0.0091628
TASK_B,1000000,256,local,4,0.000312358
TASK_B,1000000,256,critical,4,0.0589135
TASK_B,1000000,256,atomic,4,0.00965435
TASK_B,1000000,256,local,4,0.000395957
TASK_B,1000000,256,critical,4,0.0636729
TASK_B,1000000,256,atomic,4,0.00906179
TASK_B,1000000,256,local,4,0.000370972
TASK_B,1000000,256,critical,4,0.057326
TASK_B,1000000,256,atomic,4,0.0087399
TASK_B,1000000,256,local,4,0.000335631
TASK_B,1000000,256,critical,4,0.0603761
TASK_B,1000000,256,atomic,4,0.00872398
TASK_B,1000000,256,local,4,0.000386769
TASK_B,1000000,256,critical,8,0.114563
TASK_B,1000000,256,atomic,8,0.00766203
TASK_B,1000000,256,local,8,0.000621782
TASK_B,1000000,256,critical,8,0.122325
TASK_B,1000000,256,atomic,8,0.00777154
TASK_B,1000000,256,local,8,0.000436959
TASK_B,1000000,256,critical,8,0.122153
TASK_B,1000000,256,atomic,8,0.00778109
TASK_B,1000000,256,local,8,0.000760404
TASK_B,1000000,256,critical,8,0.114469
TASK_B,1000000,256,atomic,8,0.00767466
TASK_B,1000000,256,local,8,0.000430636
TASK_B,1000000,256,critical,8,0.10929
TASK_B,1000000,256,atomic,8,0.0078952
TASK_B,1000000,256,local,8,0.000495775
TASK_B,1000000,256,critical,16,0.123582
TASK_B,1000000,256,atomic,16,0.00743382
TASK_B,1000000,256,local,16,0.000854771
TASK_B,1000000,256,critical,16,0.130022
TASK_B,1000000,256,atomic,16,0.00758722
TASK_B,1000000,256,local,16,0.00102162
TASK_B,1000000,256,critical,16,0.124234
TASK_B,1000000,256,atomic,16,0.00751301
TASK_B,1000000,256,local,16,0.000736861
TASK_B,1000000,256,critical,16,0.130704
TASK_B,1000000,256,atomic,16,0.00759598
TASK_B,1000000,256,local,16,0.00084206
TASK_B,1000000,256,critical,16,0.123247
TASK_B,1000000,256,atomic,16,0.00747844
TASK_B,1000000,256,local,16,0.000878118
TASK_B,1000000,4096,critical,1,0.0131888
TASK_B,1000000,4096,atomic,1,0.0042158
TASK_B,1000000,4096,local,1,0.000330721
TASK_B,1000000,4096,critical,1,0.0139716
TASK_B,1000000,4096,atomic,1,0.00423484
TASK_B,1000000,4096,local,1,0.000335244
TASK_B,1000000,4096,critical,1,0.0128295
TASK_B,1000000,4096,atomic,1,0.00423229
TASK_B,1000000,4096,local,1,0.000308757
TASK_B,1000000,4096,critical,1,0.012969
TASK_B,1000000,4096,atomic,1,0.00573905
TASK_B,1000000,4096,local,1,0.000516507
TASK_B,1000000,4096,critical,1,0.0129097
TASK_B,1000000,4096,atomic,1,0.00421754
TASK_B,1000000,4096,local,1,0.000319755
TASK_B,1000000,4096,critical,2,0.0271815
TASK_B,1000000,4096,atomic,2,0.00459996
TASK_B,1000000,4096,local,2,0.000484771
TASK_B,1000000,4096,critical,2,0.0281009
