Type,N,K,Sched,Chunk,Threads,Time
TASK_A,1000000,28,dynamic,64,4,9.56814
TASK_A,1000000,28,guided,1,4,10.8677
TASK_A,1000000,28,guided,4,4,9.48123
TASK_A,1000000,28,guided,16,4,9.57265
TASK_A,1000000,28,guided,64,4,10.0212
TASK_A,1000000,28,static,0,8,6.95727
TASK_A,1000000,28,dynamic,1,8,6.66915
TASK_A,1000000,28,dynamic,4,8,6.70925
TASK_A,1000000,28,dynamic,16,8,6.71307
TASK_A,1000000,28,dynamic,64,8,6.70488
TASK_A,1000000,28,guided,1,8,7.06723
TASK_A,1000000,28,guided,4,8,6.91092
TASK_A,1000000,28,guided,16,8,6.63591
TASK_A,1000000,28,guided,64,8,7.49441
TASK_A,1000000,28,static,0,8,7.42188
TASK_A,1000000,28,dynamic,1,8,6.7652
TASK_A,1000000,28,dynamic,4,8,6.91546
TASK_A,1000000,28,dynamic,16,8,7.04477
TASK_A,1000000,28,dynamic,64,8,7.8613
TASK_A,1000000,28,guided,1,8,7.8187
TASK_A,1000000,28,guided,4,8,6.32481
TASK_A,1000000,28,guided,16,8,6.96575
TASK_A,1000000,28,guided,64,8,7.08973
TASK_A,1000000,28,static,0,8,7.84058
TASK_A,1000000,28,dynamic,1,8,6.92
TASK_A,1000000,28,dynamic,4,8,7.11775
TASK_A,1000000,28,dynamic,16,8,5.86293
TASK_A,1000000,28,dynamic,64,8,5.6066
TASK_A,1000000,28,guided,1,8,6.98442
TASK_A,1000000,28,guided,4,8,5.81841
TASK_A,1000000,28,guided,16,8,6.22539
TASK_A,1000000,28,guided,64,8,7.1337
TASK_A,1000000,28,static,0,8,7.37138
TASK_A,1000000,28,dynamic,1,8,6.78133
TASK_A,1000000,28,dynamic,4,8,5.74387
TASK_A,1000000,28,dynamic,16,8,5.64103
TASK_A,1000000,28,dynamic,64,8,6.48118
TASK_A,1000000,28,guided,1,8,6.93776
TASK_A,1000000,28,guided,4,8,5.7537
TASK_A,1000000,28,guided,16,8,5.74512
TASK_A,1000000,28,guided,64,8,6.58022
TASK_A,1000000,28,static,0,8,7.46504
TASK_A,1000000,28,dynamic,1,8,6.91413
TASK_A,1000000,28,dynamic,4,8,6.85229
TASK_A,1000000,28,dynamic,16,8,6.91588
TASK_A,1000000,28,dynamic,64,8,6.77223
TASK_A,1000000,28,guided,1,8,6.23029
TASK_A,1000000,28,guided,4,8,5.63286
TASK_A,1000000,28,guided,16,8,5.77264
TASK_A,1000000,28,guided,64,8,5.79435
TASK_A,1000000,28,static,0,16,5.1988
TASK_A,1000000,28,dynamic,1,16,6.05197
TASK_A,1000000,28,dynamic,4,16,6.40238
TASK_A,1000000,28,dynamic,16,16,6.08535
TASK_A,1000000,28,dynamic,64,16,5.07284
TASK_A,1000000,28,guided,1,16,5.21682
TASK_A,1000000,28,guided,4,16,5.68065
TASK_A,1000000,28,guided,16,16,6.32621
TASK_A,1000000,28,guided,64,16,6.32585
TASK_A,1000000,28,static,0,16,6.5533
TASK_A,1000000,28,dynamic,1,16,5.23282
TASK_A,1000000,28,dynamic,4,16,4.92504
TASK_A,1000000,28,dynamic,16,16,5.15067
TASK_A,1000000,28,dynamic,64,16,6.1156
TASK_A,1000000,28,guided,1,16,6.17698
TASK_A,1000000,28,guided,4,16,6.0819
TASK_A,1000000,28,guided,16,16,6.22274
TASK_A,1000000,28,guided,64,16,6.1892
TASK_A,1000000,28,static,0,16,6.17095
TASK_A,1000000,28,dynamic,1,16,6.12535
TASK_A,1000000,28,dynamic,4,16,6.05054
TASK_A,1000000,28,dynamic,16,16,6.06904
TASK_A,1000000,28,dynamic,64,16,6.07226
TASK_A,1000000,28,guided,1,16,5.0722
TASK_A,1000000,28,guided,4,16,4.92041
TASK_A,1000000,28,guided,16,16,5.54973
TASK_A,1000000,28,guided,64,16,6.22303
TASK_A,1000000,28,static,0,16,6.22319
TASK_A,1000000,28,dynamic,1,16,6.23257
TASK_A,1000000,28,dynamic,4,16,6.31626
TASK_A,1000000,28,dynamic,16,16,6.65637
TASK_A,1000000,28,dynamic,64,16,6.24115
TASK_A,1000000,28,guided,1,16,6.0614
TASK_A,1000000,28,guided,4,16,6.08374
TASK_A,1000000,28,guided,16,16,6.06398
TASK_A,1000000,28,guided,64,16,6.27419
TASK_A,1000000,28,static,0,16,6.16199
TASK_A,1000000,28,dynamic,1,16,5.98081
TASK_A,1000000,28,dynamic,4,16,6.0786
TASK_A,1000000,28,dynamic,16,16,6.04415
TASK_A,1000000,28,dynamic,64,16,6.03095
TASK_A,1000000,28,guided,1,16,6.05128
TASK_A,1000000,28,guided,4,16,6.11344
TASK_A,1000000,28,guided,16,16,6.06466
TASK_A,1000000,28,guided,64,16,5.99778
